text,state
"Muy buena la atención!! Las chicas del call ,son bárbaras . Muy conforme con la empresa! Gracias.",1
La excelencia de esta emrpesa se forja por la calidad de personal humano que la compone!,1
"Tengo todo asegurado en Rivadavia nunca tuve problemas, aun en situaciones desfavorables para la aseguradora",1
Excelente atención. Muy buenos servicios. Siempre me solucionan todos los problemas.,1
Excelente servicio tuve como 10 siniestros y siempre responden. Rápido y con muy buena atención.,1
"Buena atención y predisposición , respuesta pronta y efectiva !! Muy recomendable",1
La mejor empresa del mercado asegurador! Perfecto servicio y la mejor atencion al cliente. super recomendable.,1
Siempre responden eficientemente y en los tiempos pactados. Atención cálida y cortes,1
"Excelente atención! Fui a denunciar un choque, me atendieron inmediatamente y solucionaron el tema con mucha rapidez y óptima atención. Felicitaciones!!!",1
"Muy buena atención, tanto telefónica como personal.",1
"Excelente atención, muy buen asesoramiento, nunca un problema!! Recomendable",1
"Excelente el call center. La atención es muy profesional, y cordial. Muestran compromiso en la resolución de problemas y dudas en general",1
"Excelente seguro, atención inmediata, eficiente y cordial!",1
Muy buena la atención telefónica,1
"Este post es muy bueno, explica todo bien y se entiende perfecto. ",1
"Muy buen post, detallado y bien explicado. Los felicito!",1
Excelente atención al público muy buena predisposicion y rapidez para solucionar los problemas,1
"Verdaderamente un espectáculo, siempre que los necesité me ayudaron y trataron muy bien.",1
Tuve un accidente muy complicado y pudieron ayudarme en todo el proceso.,1
"Buen seguro, yo lo tengo y cero problema.",1
"En 2 minutos contraté el seguro desde la página y me llegó la póliza a mi mail, super rápido!",1
Es un gran seguro bien completo.,1
Yo en 2 minutos la aseguré y ya me mandaron todo por mail. Impecable y 100 por 100 recomendable.,1
"Me parece genial este seguro. Desde que lo contraté, nunca un problema. Cumplen siempre.",1
"Es una gran satisfacción para mí ser agente de seguros, contando con el respaldo de las aseguradoras y destaco la labor y la visión de HDI",1
Bravo!!! Excelente información,1
"Excelente compañia, años que tengo comprando mis seguros, de casa y carro",1
"a mi me atendieron super bien,yo si recomiendo HDI seguros",1
"Excelente trato y servicio, todo quedó excelente y x segundo año lo contratamos de nuevo. 100% recomendado",1
en lo personal me parece muy confiable,1
"el servicio al cliente, la forma en la que sus agentes se involucran en cada problema a resolver de un asegurado, las empresas reparadoras por lo menos en Almería, son las mejores",1
"Muy contenta con el servicio, grandes profesionales",1
Es una empresa genial que te ayuda en todos los sentidos,1
"Me parece un muy buen post, completo, conciso y correcto",1
Le doy 5 estrellas. Esta genial,1
En mi opinion este es un buen post. La empresa de seguros es confiable y el post brinda informacion completa,1
Yo no tengo mala experiencia con Verti.Mientras que todas las compañías me rechazan fueron los unicos que me han aceptado.,1
Un precio muy competitivo y por el momento el servicio recibido ha sido fantástico.,1
"Estoy de acuerdo con todos los comentarios que leo. El post es interesante, correcto y aporta buena informacion",1
"No concuerdo con algunas cosas que dice el post, sin embargo, es completo y bueno asique le doy 4 estrellas",1
Me parece un servicio completo y recomendable. No tuve que utilizarlo pero me sentía muy tranquila durante mi estancia en Nueva York.,1
Encantado si tienes problemas te los solucionan fácilmente.,1
Claridad y facil gestión. Gracias a Dios no tuvimos que hacer uso del seguro.,1
"Rápido, sencillo y útil. Lo utilicé en un viaje a la Isla de Pascua que me hice un esguince y estoy más que satisfecho :)",1
No necesite utilizar los servicios contratados pero las coberturas cumplían mis necesidades.,1
"Tuve la necesidad de utilizar mi seguro durante mi viaje a Tailandia y la atención por correo electrónico fue rápida a pesar de ser tarde por la noche,",1
me brindaron asistencia en un muy buen hospital. Recomiendo ampliamente esta agencia de seguro.,1
"He contratado seguro de viaje dos veces con ellos, por suerte nunca he tenido que utilizarlo",1
La gestión y la transparencia a la hora de contratarlo y recibir información ha sido buena,1
"Recomendable. la contratación ha sido súper fácil, rápida, con coberturas muy completas y a un precio muy competitivo.",1
Hace años que contrato los seguros de anulación y asistencia en viaje. Tuve que usar el de anulación en una ocasión por un diagnóstico médico y la gestión fue muy ágil,1
"Excelente servicio, muy atentos y pendientes de todo, usamos el servicio médico en Miami y lograron hacer que nos atendieran rápido y con todo lo necesario para regresar tranquilos a casa",1
me atendieron bien por telefono aun que nunca tuve que pedir ayuda medica. siempre los temas administrativos etc y siempre bien.,1
"Por desgracia tuvimos que utilizar el seguro medico contratado.Todo fueron facilidades,nos atendieron en el propio hotel,por lo que no tuvimos que desplazarnos.Fueron encantadores !",1
Recomiendo sin ninguna duda este seguro para cualquier viaje que se realice.,1
"Afortunadamente no hemos usado la políza, pero precio y coberturas excelentes.",1
100% comodidad al contratar el seguro,1
siempre que viajo voy muy tranquila contratando el seguro con ustedes ya que tengo muy buenas referencias,1
Se lo recomiendo a todos mis conocidos que vayan a viajar,1
"La contratación fue sencilla y rápida. El precio muy competitivo. Por suerte, no lo tuve que usar.",1
Todo genial. Les necesité y respondieron inmejorablemente,1
Me lo recomendó un familiar. Fue muy fácil contratar el seguro. No hice uso de sus servicios pues no tuve necesidad.,1
"Fácil de contratar, buenas coberturas.",1
Tuvimos un percance en Copenhague y se portaron fenomenal de principio a fin. Siempre viajaremos con ellos!,1
"Un seguro fácil de contratar, entendible, fácil de contactar y con un funcionamiento muy efectivo. Todos los trámites para la devolución on line y sin poner pegas.",1
Gran seguro !! Y geniales condiciones. El post también me parecio bueno e interesante. Le doy 5 estrellas.,1
"Siempre viajo con la seguridad que me ofrece esta compañía y la recomiendo a todas mis amistades y conocidos, pues IATI Seguros me ofrece, seguridad, tranquilidad y felicidad.",1
fácil y cómodo de contratar. Además después de tiempo comparando es el mejor calidad-precio,1
He viajado tranquila con la suerte de no necesitar usar las coberturas.,1
"El mejor seguro de viaje que he tenido en mucho tiempo, lo contraté ya para dos viajes y lo tuve que usar en el desierto de Masada en Israel y funcionó a la perfección.",1
"En cualquier caso, todo el proceso de contratación, información y coberturas me parece muy claro y rápido.",1
Gestión rápida. Me informaron en todo momento como hacer frente a los imprevistos surgidos.,1
"Todo bien, siempre rápido y eficaz",1
"Buen servicio, me pidieron mucha documentación, pero dadas las circustancias me pareció razonable.",1
Es una empresa seria y cumplidora. Lo recomiendo,1
"Lo que dice el post es cierto. Muy claro e interesante, lo digo por experiencia. Gracias por la informacion",1
